REG,AIRCRAFT TYPE,CONFIG,DELIVERED,REMARK
VT-BWI,Boeing 737-8 MAX,C8Y168,12 Feb 2025,"lsd, ""100th Aircraft"" sticker, ""Chittara"" tail"
